18/09/2017 Lisää 12,33 € 11,58 €
26/10/2017 Lisää 12,67 € 11,89 €
16/02/2018 Lisää 13,33 € 12,07 €
23/04/2018 Vähennä 14,20 € 14,18 €
07/08/2018 Vähennä 15,80 € 16,48 €
26/10/2018 Lisää 14,50 € 13,76 €
15/02/2019 Lisää 16,50 € 15,46 €
16/04/2019 Lisää 21,00 € 18,80 €
26/04/2019 Lisää 21,00 € 19,10 €
16/08/2019 Lisää 21,00 € 19,40 €
02/10/2019 Lisää 21,00 € 19,22 €
25/10/2019 Lisää 24,50 € 23,20 €
26/11/2019 Vähennä 24,50 € 25,55 €
21/02/2020 Lisää 31,00 € 28,85 €
19/03/2020 Osta 24,00 € 18,48 €
23/04/2020 Lisää 25,00 € 22,75 €
07/08/2020 Vähennä 34,00 € 33,50 €
23/10/2020 Vähennä 36,00 € 38,05 €
21/12/2020 Vähennä 44,00 € 48,65 €
12/02/2021 Lisää 60,00 € 53,00 €

VIK1V.HE

TIK1V.HE
13/06/2017 Vähennä 17,50 € 18,41 €
07/08/2017 Vähennä 17,00 € 18,05 €
05/09/2017 Vähennä 15,50 € 15,75 €
27/10/2017 Vähennä 16,00 € 16,90 €
17/01/2018 Vähennä 16,00 € 16,90 €
14/02/2018 Vähennä 15,50 € 16,56 €
26/04/2018 Vähennä 15,00 € 15,72 €
04/08/2018 Vähennä 15,00 € 15,54 €
26/10/2018 Vähennä 12,50 € 12,44 €
12/02/2019 Vähennä 12,50 € 12,32 €
25/04/2019 Vähennä 14,50 € 15,40 €
06/06/2019 Vähennä 14,50 € 14,46 €
08/08/2019 Vähennä 13,50 € 13,66 €
29/10/2019 Lisää 14,50 € 13,62 €
17/12/2019 Vähennä 15,00 € 14,78 €
12/02/2020 Vähennä 15,00 € 15,70 €
29/03/2020 Lisää 11,50 € 10,12 €
29/04/2020 Lisää 12,50 € 11,32 €
10/07/2020 Lisää 15,00 € 13,88 €
26/07/2020 Lisää 15,50 € 14,26 €
11/09/2020 Vähennä 15,50 € 15,36 €
30/10/2020 Lisää 15,50 € 13,38 €
18/12/2020 Vähennä 25,00 € 24,75 €
06/01/2021 Lisää 27,75 € 24,95 €
19/01/2021 Pidä 31,25 € 32,55 €
05/02/2021 Pidä 34,00 € 34,30 €
14/02/2021 Pidä 34,00 € 33,75 €

LAT1V.HE
ALBBV.HE
POY1V.HE

PIHLIS.HE
20.2.2017 Lisää 20,00 € 17,80 €
5.4.2017 Osta 20,00 € 16,65 €
12.5.2017 Lisää 20,00 € 17,81 €
18.8.2017 Lisää 19,00 € 16,62 €
10.11.2017 Lisää 18,00 € 15,62 €
23.11.2017 Osta 18,00 € 14,64 €
14.2.2018 Osta 17,00 € 13,70 €
7.5.2018 Lisää 13,50 € 11,94 €
21.6.2018 Vähennä 11,00 € 11,10 €
1.7.2018 Lisää 12,00 € 11,28 €
20.8.2018 Vähennä 11,00 € 11,50 €
5.11.2018 Vähennä 11,00 € 10,88 €
18.2.2019 Vähennä 10,50 € 10,20 €
8.4.2019 Lisää 10,50 € 9,80 €
6.5.2019 Lisää 12,00 € 11,36 €
18.8.2019 Lisää 11,00 € 10,32 €
5.11.2019 Vähennä 16,00 € 15,40 €
16.2.2020 Vähennä 16,00 € 15,28 €
30.3.2020 Osta 16,00 € 13,14 €
8.4.2020 Lisää 16,00 € 14,65 €
12.5.2020 Lisää 16,00 € 14,80 €
18.8.2020 Lisää 16,00 € 14,90 €
30.9.2020 Vähennä 11,00 € 10,80 €
5.11.2020 Lisää 10,50 € 9,48 €
22.2.2021 Lisää 11,50 € 10,70 €

AKTIA.HE
28.11.2018 Vähennä 9,40 € 9,58 €
15.02.2019 Vähennä 9,40 € 9,43 €
05.05.2019 Vähennä 8,60 € 8,52 €
02.08.2019 Vähennä 8,60 € 8,69 €
31.10.2019 Lisää 9,20 € 8,80 €
11.2.2020 Lisää 11,00 € 10,48 €
17.2.2020 Lisää 12,00 € 11,56 €
19.3.2020 Lisää 7,50 € 7,00 €
6.5.2020 Osta 9,00 € 7,43 €
20.7.2020 Lisää 9,70 € 9,00 €
5.8.2020 Lisää 9,70 € 8,89 €
4.11.2020 Osta 10,00 € 9,17 €
23.12.2020 Lisää 10,00 € 9,45 €
19.2.2021 Vähennä 10,00 € 9,69 €
11.3.2021 Osta 11,00 € 9,36 €

ASPO.HE
3.5.2018 Lisää 10,00 € 9,28 €
6.8.2018 Lisää 10,00 € 9,22 €
14.8.2018 Osta 11,00 € 9,68 €
25.10.2018 Lisää 11,00 € 9,68 €
21.11.2018 Osta 11,00 € 9,16 €
17.12.2018 Lisää 10,00 € 8,64 €
14.2.2019 Vähennä 9,00 € 8,88 €
8.5.2019 Vähennä 9,00 € 8,54 €
17.6.2019 Vähennä 9,00 € 8,74 €
2.8.2019 Vähennä 8,30 € 8,48 €
15.8.2019 Vähennä 8,10 € 8,04 €
30.10.2019 Myy 7,80 € 8,66 €
21.11.2019 Myy 7,50 € 8,08 €
27.11.2019 Vähennä 7,50 € 7,86 €
14.2.2020 Vähennä 7,50 € 8,44 €
13.3.2020 Lisää 6,50 € 6,12 €
7.4.2020 Vähennä 6,50 € 6,56 €
9.4.2020 Vähennä 6,00 € 6,22 €
6.5.2020 Vähennä 6,00 € 6,06 €
13.8.2020 Vähennä 6,00 € 5,94 €
15.9.2020 Lisää 6,50 € 6,04 €
30.10.2020 Lisää 7,00 € 6,02 €
2.12.2020 Lisää 7,50 € 7,06 €
9.12.2020 Lisää 8,50 € 7,90 €
12.2.2021 Lisää 9,50 € 9,08 €
8.4.2021 Lisää 9,50 € 9,18 €

HUH1V.HE
25.7.2016 Vähennä 37,50 € 39,12 €
31.10.2016 Vähennä 37,50 € 36,66 €
23.11.2016 Lisää 37,50 € 35,03 €
20.2.2017 Lisää 37,50 € 34,30 €
3.5.2017 Vähennä 37,50 € 35,93 €
23.5.2017 Lisää 37,50 € 34,64 €
28.6.2017 Lisää 37,50 € 34,71 €
25.7.2017 Lisää 36,00 € 32,05 €
27.10.2017 Vähennä 36,00 € 36,87 €
15.2.2018 Lisää 35,00 € 32,62 €
10.4.2018 Vähennä 35,00 € 36,33 €
2.5.2018 Vähennä 35,00 € 34,11 €
23.7.2018 Lisää 32,00 € 28,68 €
30.10.2018 Lisää 27,00 € 23,45 €
17.1.2019 Vähennä 27,00 € 28,07 €
20.2.2019 Vähennä 31,00 € 32,12 €
30.4.2019 Vähennä 33,00 € 34,50 €
22.7.2019 Vähennä 34,00 € 35,76 €
23.10.2019 Vähennä 37,50 € 40,30 €
19.2.2020 Vähennä 40,00 € 42,96 €
25.3.2020 Lisää 28,00 € 25,85 €
5.5.2020 Vähennä 33,00 € 34,08 €
27.7.2020 Vähennä 38,00 € 40,70 €
23.10.2020 Vähennä 41,00 € 43,04 €
12.2.2021 Lisää 43,00 € 40,62 €

TIETO.HE
25.7.2016 Lisää 29,00 € 26,88 €
26.10.2016 Lisää 28,00 € 26,02 €
30.1.2017 Vähennä 26,00 € 26,10 €
6.2.2017 Vähennä 26,00 € 25,82 €
28.4.2017 Vähennä 28,00 € 28,14 €
24.7.2017 Vähennä 27,00 € 26,99 €
25.10.2017 Vähennä 27,00 € 27,21 €
6.2.2018 Vähennä 28,00 € 27,98 €
26.4.2018 Vähennä 29,00 € 29,86 €
23.7.2018 Lisää 28,00 € 25,96 €
25.10.2018 Vähennä 27,00 € 26,30 €
29.11.2018 Vähennä 27,00 € 25,70 €
7.2.2019 Vähennä 27,00 € 26,70 €
26.4.2019 Vähennä 27,00 € 27,50 €
22.7.2019 Lisää 26,00 € 23,10 €
25.10.2019 Vähennä 26,00 € 25,92 €
11.12.2019 Vähennä 27,00 € 26,86 €
17.2.2020 Vähennä 29,00 € 30,30 €
30.3.2020 Lisää 21,00 € 18,69 €
29.4.2020 Lisää 25,00 € 21,94 €
27.7.2020 Lisää 28,00 € 26,24 €
21.10.2020 Osta 30,00 € 25,90 €
28.10.2020 Osta 30,00 € 22,66 €
18.2.2021 Osta 30,00 € 26,34 €

KCR.HE
17.1.2017 Vähennä 32,00 € 34,52 €
9.2.2017 Vähennä 32,00 € 33,67 €
28.4.2017 Lisää 41,00 € 36,75 €
26.7.2017 Vähennä 40,00 € 38,95 €
26.10.2017 Vähennä 40,00 € 42,02 €
15.12.2017 Lisää 41,50 € 37,93 €
9.2.2018 Lisää 40,50 € 37,47 €
26.4.2018 Lisää 37,00 € 33,44 €
26.7.2018 Lisää 38,00 € 34,72 €
26.10.2018 Lisää 31,00 € 28,26 €
8.2.2019 Lisää 31,00 € 29,91 €
23.4.2019 Vähennä 35,00 € 37,13 €
29.4.2019 Vähennä 35,00 € 37,73 €
26.7.2019 Vähennä 30,00 € 28,19 €
25.10.2019 Vähennä 26,50 € 25,50 €
6.12.2019 Vähennä 28,00 € 28,60 €
7.2.2020 Vähennä 31,00 € 32,31 €
20.3.2020 Lisää 16,50 € 14,62 €
30.4.2020 Lisää 21,50 € 19,84 €
17.7.2020 Lisää 23,00 € 21,80 €
27.7.2020 Lisää 26,00 € 22,92 €
2.10.2020 Vähennä 30,50 € 30,28 €
29.10.2020 Lisää 29,00 € 25,66 €
8.2.2021 Vähennä 35,00 € 35,50 €

VALMT.HE
24.10.2018 Vähennä 17,50 € 18,48 €
8.2.2019 Vähennä 20,00 € 20,52 €
13.3.2019 Vähennä 21,50 € 22,58 €
29.4.2019 Vähennä 23,00 € 24,38 €
24.7.2019 Vähennä 22,00 € 21,18 €
16.8.2019 Lisää 18,00 € 15,72 €
25.10.2019 Lisää 21,00 € 20,04 €
6.2.2020 Lisää 25,00 € 23,94 €
13.3.2020 Lisää 19,00 € 17,00 €
23.4.2020 Lisää 20,00 € 18,81 €
4.6.2020 Vähennä 23,00 € 24,37 €
23.7.2020 Lisää 24,00 € 22,65 €
30.9.2020 Lisää 24,00 € 21,63 €
28.10.2020 Lisää 23,00 € 20,28 €
30.12.2020 Lisää 25,00 € 23,29 €
5.2.2021 Lisää 30,00 € 28,02 €
11.3.2021 Lisää 30,00 € 28,60 €

KOJAMO.HE

AM1.HE
16.6.2017 Vähennä 19,00 € 19,42 €
26.7.2017 Lisää 19,00 € 18,05 €
26.10.2017 Lisää 19,00 € 17,28 €
21.11.2017 Vähennä 19,00 € 19,06 €
14.2.2018 Vähennä 17,00 € 16,50 €
25.4.2018 Lisää 17,00 € 15,76 €
8.6.2018 Lisää 17,00 € 15,96 €
27.7.2018 Lisää 17,00 € 14,90 €
10.9.2018 Lisää 17,00 € 15,80 €
31.10.2018 Lisää 15,00 € 13,56 €
4.1.2019 Lisää 14,00 € 12,26 €
15.2.2019 Lisää 14,50 € 13,40 €
25.4.2019 Vähennä 14,50 € 13,88 €
31.7.2019 Vähennä 14,50 € 14,54 €
10.9.2019 Vähennä 14,50 € 14,46 €
31.10.2019 Lisää 14,50 € 13,38 €
14.2.2020 Lisää 15,00 € 14,30 €
26.3.2020 Vähennä 12,50 € 11,94 €
23.4.2020 Vähennä 12,50 € 12,56 €
29.7.2020 Vähennä 14,00 € 13,88 €
25.9.2020 Vähennä 18,00 € 17,92 €
13.10.2020 Vähennä 17,97 € 17,92 €
29.10.2020 Vähennä 17,97 € 17,92 €
18.1.2021 Lisää 19,25 € 18,20 €
8.2.2021 Vähennä 17,84 € 18,20 €
11.2.2021 Vähennä 17,84 € 17,74 €

UPONOR.HE

TTALO.HE
14.4.2019 Vähennä 10,00 € 9,83 €
9.5.2019 Lisää 10,00 € 9,25 €
8.8.2019 Lisää 10,00 € 8,77 €
1.11.2019 Lisää 10,50 € 9,97 €
21.1.2020 Lisää 12,90 € 12,52 €
13.2.2020 Vähennä 12,20 € 11,94 €
23.3.2020 Vähennä 8,50 € 8,28 €
5.5.2020 Vähennä 8,50 € 9,01 €
7.5.2020 Vähennä 8,50 € 8,58 €
10.6.2020 Lisää 9,20 € 8,72 €
17.6.2020 Vähennä 9,20 € 9,30 €
6.8.2020 Lisää 9,70 € 9,30 €
8.10.2020 Lisää 10,70 € 10,20 €
30.10.2020 Lisää 10,90 € 9,75 €
11.12.2020 Lisää 10,90 € 9,52 €
12.2.2021 Lisää 11,80 € 10,64 €
18.3.2021 Lisää 12,00 € 11,50 €

TOKMAN.HE

EVLI.HE
26.4.2018 Osta 12,00 € 9,86 €
16.7.2018 Lisää 11,50 € 10,20 €
14.9.2018 Osta 11,00 € 8,90 €
25.10.2018 Vähennä 9,00 € 8,95 €
31.10.2018 Vähennä 8,50 € 8,20 €
28.11.2018 Lisää 8,10 € 7,64 €
20.12.2018 Vähennä 8,00 € 7,80 €
24.1.2019 Vähennä 8,00 € 8,58 €
29.4.2019 Vähennä 8,00 € 8,00 €
15.7.2019 Lisää 8,50 € 7,92 €
24.10.2019 Lisää 9,50 € 8,90 €
23.12.2019 Lisää 10,50 € 10,00 €
16.1.2020 Vähennä 10,50 € 11,85 €
26.1.2020 Lisää 12,50 € 11,75 €
24.2.2020 Lisää 12,50 € 11,60 €
6.3.2020 Vähennä 11,50 € 11,80 €
13.3.2020 Lisää 9,00 € 7,56 €
9.4.2020 Vähennä 8,50 € 8,56 €
17.4.2020 Vähennä 8,50 € 8,58 €
5.6.2020 Vähennä 9,00 € 9,68 €
15.7.2020 Lisää 10,00 € 9,18 €
18.9.2020 Lisää 10,50 € 9,70 €
26.10.2020 Lisää 11,50 € 10,80 €
29.12.2020 Vähennä 12,00 € 12,55 €
25.1.2021 Lisää 16,50 € 14,85 €

SAA1V.HE
7.2.2019 Vähennä 9,50 € 9,06 €
2.5.2019 Vähennä 9,00 € 9,09 €
12.5.2019 Vähennä 9,00 € 8,56 €
26.7.2019 Lisää 9,40 € 8,90 €
16.9.2019 Lisää 10,00 € 9,52 €
28.10.2019 Lisää 10,70 € 10,16 €
12.12.2019 Vähennä 10,00 € 9,47 €
18.12.2019 Lisää 10,00 € 9,30 €
10.2.2020 Lisää 11,25 € 10,64 €
12.2.2020 Vähennä 11,60 € 11,62 €
25.3.2020 Lisää 8,50 € 7,66 €
30.4.2020 Lisää 9,00 € 8,51 €
29.5.2020 Lisää 9,50 € 8,55 €
27.7.2020 Lisää 10,00 € 9,30 €
20.10.2020 Vähennä 12,50 € 12,84 €
30.10.2020 Vähennä 12,50 € 12,48 €
9.12.2020 Vähennä 13,00 € 13,38 €
11.2.2021 Vähennä 15,00 € 15,95 €
12.4.2021 Vähennä 15,00 € 14,56 €

CTY1S.HE

METSB.HE
9.11.2018 Vähennä 8,25 € 8,25 €
11.12.2018 Lisää 6,25 € 5,59 €
14.12.2018 Lisää 5,75 € 5,30 €
8.2.2019 Vähennä 6,25 € 6,36 €
27.3.2019 Lisää 6,25 € 5,54 €
29.4.2019 Lisää 5,75 € 5,25 €
29.5.2019 Osta 5,00 € 4,16 €
30.7.2019 Lisää 5,00 € 4,60 €
2.8.2019 Lisää 4,40 € 4,14 €
17.9.2019 Vähennä 5,00 € 5,27 €
9.10.2019 Vähennä 5,00 € 5,24 €
1.11.2019 Vähennä 5,70 € 5,93 €
2.1.2020 Vähennä 5,70 € 6,00 €
13.2.2020 Vähennä 5,70 € 5,71 €
8.4.2020 Vähennä 5,40 € 5,65 €
30.4.2020 Vähennä 5,70 € 6,18 €
31.7.2020 Vähennä 6,25 € 6,55 €
12.10.2020 Vähennä 7,25 € 7,64 €
30.10.2020 Lisää 7,25 € 6,96 €
28.12.2020 Vähennä 8,25 € 8,53 €
12.2.2021 Vähennä 8,75 € 9,60 €

YIT.HE
28.9.2018 Vähennä 5,75 € 5,92 €
26.10.2018 Vähennä 5,00 € 5,01 €
21.12.2018 Vähennä 5,20 € 5,30 €
4.2.2019 Vähennä 5,50 € 5,79 €
18.3.2019 Vähennä 5,50 € 5,38 €
24.4.2019 Vähennä 5,50 € 5,39 €
29.4.2019 Vähennä 5,50 € 5,38 €
14.6.2019 Vähennä 5,20 € 5,19 €
23.6.2019 Vähennä 5,30 € 5,03 €
5.7.2019 Vähennä 5,30 € 5,53 €
24.7.2019 Vähennä 5,30 € 5,21 €
26.7.2019 Vähennä 5,30 € 5,22 €
27.9.2019 Vähennä 5,10 € 4,95 €
4.11.2019 Vähennä 5,30 € 5,55 €
8.2.2020 Lisää 6,90 € 6,47 €
18.3.2020 Vähennä 4,50 € 4,28 €
29.3.2020 Lisää 4,20 € 3,85 €
3.5.2020 Vähennä 5,20 € 5,00 €
4.6.2020 Lisää 5,70 € 5,16 €
29.7.2020 Lisää 5,70 € 5,13 €
20.10.2020 Lisää 5,50 € 4,94 €
2.11.2020 Lisää 5,30 € 4,53 €
5.1.2021 Vähennä 5,00 € 4,70 €
4.2.2021 Vähennä 5,00 € 4,71 €

TELIA.ST
20.10.2017 Lisää 42,0 SEK 38,0 SEK
29.1.2018 Lisää 42,0 SEK 38,5 SEK
3.4.2018 Lisää 42,0 SEK 39,2 SEK
23.4.2018 Lisää 44,0 SEK 41,3 SEK
5.6.2018 Lisää 44,0 SEK 41,9 SEK
23.7.2018 Lisää 44,0 SEK 39,1 SEK
22.10.2018 Lisää 45,0 SEK 40,3 SEK
28.1.2019 Lisää 44,0 SEK 39,8 SEK
27.3.2019 Lisää 44,0 SEK 41,4 SEK
26.4.2019 Lisää 44,0 SEK 40,8 SEK
18.7.2019 Vähennä 44,0 SEK 42,9 SEK
18.10.2019 Vähennä 42,0 SEK 41,7 SEK
14.1.2020 Vähennä 42,0 SEK 40,6 SEK
30.1.2020 Vähennä 42,0 SEK 41,8 SEK
19.3.2020 Lisää 39,0 SEK 34,0 SEK
27.3.2020 Lisää 38,0 SEK 35,0 SEK
23.4.2020 Lisää 38,0 SEK 34,1 SEK
20.7.2020 Lisää 38,0 SEK 36,3 SEK
22.10.2020 Lisää 38,0 SEK 37,2 SEK
27.1.2021 Lisää 38,0 SEK 36,6 SEK
1.2.2021 Lisää 40,0 SEK 36,7 SEK

SSABBH.HE

FSKRS.HE
29/04/2019 Vähennä 19,00 € 20,35 €
20/05/2019 Vähennä 18,50 € 19,72 €
06/06/2019 Vähennä 13,40 € 20,05 €
01/08/2019 Vähennä 13,20 € 13,12 €
12/09/2019 Lisää 13,20 € 12,30 €
01/11/2019 Vähennä 12,00 € 12,00 €
04/12/2019 Vähennä 11,50 € 11,76 €
06/02/2020 Vähennä 11,50 € 12,20 €
19/03/2020 Lisää 9,00 € 7,91 €
07/05/2020 Vähennä 10,00 € 10,38 €
31/07/2020 Vähennä 11,50 € 12,00 €
14/10/2020 Lisää 13,00 € 12,14 €
02/11/2020 Lisää 14,00 € 12,88 €
07/01/2021 Lisää 16,00 € 15,26 €
08/02/2021 Vähennä 15,00 € 15,60 €

FIA1S.HE
9.9.2017	Myy
26.10.2017	Myy
19.2.2018	Vähennä
25.4.2018	Vähennä
11.7.2018	Vähennä
18.7.2018	Lisää
3.10.2018	Vähennä
26.10.2018	Vähennä
18.2.2019	Vähennä
25.4.2019	Vähennä
18.7.2019	Vähennä
23.10.2019	Vähennä
12.12.2019	Lisää
29.10.2020	Vähennä
12.11.2020	Myy
19.2.2021	Myy

SAMPO.HE
08/02/2018	Lisää
11/05/2018	Lisää
09/08/2018	Lisää
08/11/2018	Lisää
08/02/2019	Lisää
09/05/2019	Lisää
08/08/2019	Lisää
25/10/2019	Lisää
07/11/2019	Lisää
06/02/2020	Lisää
17/03/2020	Osta
30/04/2020	Osta
07/05/2020	Lisää
16/06/2020	Osta
06/08/2020	Osta
09/10/2020	Osta
05/11/2020	Osta
20/01/2021	Osta
12/02/2021	Osta
25/02/2021	Osta
07/04/2021	Osta

KESKOB.HE
8.5.2019	Lisää
27.5.2019	Lisää
24.7.2019	Vähennä
15.10.2019	Vähennä
24.10.2019	Vähennä
9.12.2019	Vähennä
17.1.2020	Vähennä
5.2.2020	Lisää
19.3.2020	Lisää
27.3.2020	Lisää
28.4.2020	Vähennä
18.6.2020	Vähennä
13.7.2020	Vähennä
24.7.2020	Vähennä
9.9.2020	Vähennä
21.9.2020	Vähennä
31.10.2020	Vähennä
3.12.2020	Lisää
19.1.2021	Lisää
4.2.2021	Lisää
26.3.2021	Vähennä

FORTUM.HE
17.7.2018	Vähennä
20.7.2018	Vähennä
12.10.2018	Vähennä
25.10.2018	Vähennä
4.2.2019	Lisää
29.4.2019	Lisää
22.7.2019	Lisää
18.9.2019	Vähennä
9.10.2019	Vähennä
25.10.2019	Vähennä
7.2.2020	Lisää
17.3.2020	Osta
27.4.2020	Osta
18.5.2020	Osta
21.7.2020	Osta
20.8.2020	Osta
18.11.2020	Osta
4.12.2020	Osta
15.2.2021	Lisää

TYRES.HE
5.2.2019	Lisää
8.5.2019	Lisää
6.8.2019	Lisää
22.10.2019	Vähennä
30.10.2019	Vähennä
26.1.2020	Vähennä
4.2.2020	Vähennä
26.3.2020	Lisää
1.4.2020	Vähennä
3.5.2020	Vähennä
5.5.2020	Vähennä
28.5.2020	Vähennä
5.8.2020	Vähennä
28.9.2020	Vähennä
28.10.2020	Vähennä
10.2.2021	Vähennä

ELISA.HE
20.4.2017	Vähennä
9.6.2017	Vähennä
17.7.2017	Vähennä
19.10.2017	Vähennä
12.1.2018	Vähennä
1.2.2018	Vähennä
19.4.2018	Vähennä
16.7.2018	Vähennä
19.10.2018	Vähennä
28.11.2018	Vähennä
1.2.2019	Vähennä
12.4.2019	Myy
17.4.2019	Myy
15.7.2019	Myy
18.10.2019	Myy
29.1.2020	Myy
23.4.2020	Myy
16.7.2020	Myy
19.7.2020	Vähennä
29.1.2021	Lisää
11.3.2021	Lisää

STERV.HE
28.12.2018	Lisää
4.2.2019	Lisää
4.4.2019	Lisää
12.6.2019	Lisää
22.7.2019	Lisää
30.10.2019	Vähennä
30.1.2020	Vähennä
24.3.2020	Lisää
16.4.2020	Vähennä
22.4.2020	Vähennä
24.6.2020	Vähennä
22.7.2020	Vähennä
24.9.2020	Vähennä
20.10.2020	Vähennä
12.11.2020	Vähennä
1.2.2021	Vähennä
24.3.2021	Vähennä

ORNBV.HE
25/04/2019	Vähennä
22/05/2019	Vähennä
17/07/2019	Myy
23/10/2019	Myy
05/02/2020	Myy
29/04/2020	Myy
19/07/2020	Vähennä
22/10/2020	Lisää
10/02/2021	Lisää

NESTE.HE
29.10.2018	Lisää
22.1.2019	Lisää
7.2.2019	Lisää
28.2.2019	Lisää
26.3.2019	Lisää
29.4.2019	Lisää
24.6.2019	Vähennä
26.7.2019	Vähennä
19.9.2019	Lisää
24.10.2019	Lisää
23.12.2019	Osta
20.1.2020	Lisää
10.2.2020	Vähennä
13.3.2020	Lisää
27.4.2020	Lisää
27.5.2020	Vähennä
24.7.2020	Vähennä
1.10.2020	Lisää
26.10.2020	Vähennä
8.2.2021	Vähennä

NOKIA.HE
23.1.2014	Osta
29.4.2014	Osta
25.7.2014	Osta
24.10.2014	Lisää
23.12.2014	Osta
29.1.2015	Lisää
13.4.2015	Lisää
16.4.2015	Vähennä
4.5.2015	Vähennä
31.7.2015	Vähennä
30.10.2015	Vähennä
10.2.2016	Lisää
11.5.2016	Vähennä
5.8.2016	Vähennä
27.10.2016	Vähennä
16.11.2016	Lisää
9.1.2017	Lisää
2.2.2017	Lisää
16.3.2017	Lisää
28.4.2017	Lisää
